text,study_label,score,source
"Mr. Wollter and Ms. Seldhal give strong and convincing performances, but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion, grief and fear.",negative,-0.533333333333,movies
Shafer's feature doesn't offer much in terms of plot or acting.,negative,-1.06666666667,movies
"In his role of observer of the scene, Lawrence sounds whiny and defensive, as if his life altering experiences made him bitter and less mature.",negative,-0.866666666667,movies
(T)he ideas of Revolution #9 are more compelling than the execution,negative,-0.866666666667,movies
The film didn't convince me that Calvin Jr.'s Barbershop represents some sort of beacon of hope in the middle of Chicago's South Side.,negative,-0.866666666667,movies
What happens when something goes bump in the night and nobody cares?,negative,-1.0,movies
"Despite some comic sparks, Welcome to Collinwood never catches fire.",negative,-0.944444444444,movies
"Director George Hickenlooper has had some success with documentaries, but here his sense of story and his juvenile camera movements smack of a film school undergrad, and his maudlin ending might not have gotten him into film school in the first place.",negative,-2.05555555556,movies
Shows moments of promise but ultimately succumbs to cliches and pat storytelling.,negative,-1.44444444444,movies
Even accepting this in the right frame of mind can only provide it with so much leniency.,negative,-1.44444444444,movies
"Some Body is a shaky, uncertain film that nevertheless touches a few raw nerves.",negative,-0.5,movies
All the small moments and flashbacks don't add up to much more than trite observations on the human condition.,negative,-1.44444444444,movies
(A) stale retread of the '53 original.,negative,-2.05555555556,movies
"One thing's for sure  if George Romero had directed this movie, it wouldn't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head.",negative,-1.83333333333,movies
For dance completists only.,negative,-0.777777777778,movies
"Spreads itself too thin, leaving these actors, as well as the members of the commune, short of profound characterizations",negative,-1.44444444444,movies
"It wouldn't matter so much that this arrogant Richard Pryor wannabe's routine is offensive, puerile and unimaginatively foul mouthed if it was at least funny.",negative,-2.72222222222,movies
The locale ... remains far more interesting than the story at hand.,negative,-1.5,movies
"Yo, it's The Days Of Our Lives meets Electric Boogaloo.",negative,-1.05555555556,movies
"I liked the original short story but this movie, even at an hour and twenty some minutes, it's too long and it goes nowhere.",negative,-1.83333333333,movies
"This little film is so slovenly done, so primitive in technique, that it can't really be called animation.",negative,-3.0,movies
Makes 98 minutes feel like three hours.,negative,-3.0,movies
"Hawke's film, a boring, pretentious waste of nearly two hours, doesn't tell you anything except that the Chelsea Hotel today is populated by whiny, pathetic, starving and untalented artistes.",negative,-3.27777777778,movies
"Aspires to the cracked lunacy of The Adventures of Buckaroo Banzai, but thanks to an astonishingly witless script ends up more like The Adventures of Ford Fairlane.",negative,-2.27777777778,movies
Real life strongman Ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders.,negative,-1.55555555556,movies
"The title, alone, should scare any sane person away.",negative,-2.94444444444,movies
Low comedy doesn't come much lower.,negative,-3.11111111111,movies
"Appropriately cynical social commentary aside, #9 never quite ignites.",negative,-1.72222222222,movies
It's crap on a leash  far too polite to scale the lunatic heights of Joe Dante's similarly styled Gremlins.,negative,-2.88888888889,movies
One of the most depressing movie going experiences I can think of is to sit through about 90 minutes of a so called 'comedy' and not laugh once.,negative,-3.33333333333,movies
This is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream.,negative,-2.11111111111,movies
Let's face it    there aren't many reasons anyone would want to see Crossroads if they're not big fans of teen pop kitten Britney Spears.,negative,-2.22222222222,movies
"A loud, brash and mainly unfunny high school comedy.",negative,-2.33333333333,movies
"An exceptionally dreary and overwrought bit of work, every bit as imperious as Katzenberg's The Prince of Egypt from 1998.",negative,-2.27777777778,movies
"The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue, just because it seems obligatory.",negative,-2.61111111111,movies
The movie's vision of a white American zealously spreading a Puritanical brand of Christianity to South Seas islanders is one only a true believer could relish.,negative,-1.61111111111,movies
Maid in Manhattan proves that it's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies.,negative,-1.85,movies
A fairly harmless but ultimately lifeless feature length afterschool special.,negative,-1.3,movies
I can't remember the last time I saw a movie where I wanted so badly for the protagonist to fail.,negative,-2.25,movies
...the whole thing succeeded only in making me groggy.,negative,-2.0,movies
"Like most of Jaglom's films, some of it is honestly affecting, but more of it seems contrived and secondhand.",negative,-1.3,movies
"One long, numbing action sequence made up mostly of routine stuff Yuen has given us before.",negative,-1.8,movies
"Forgettable, if good hearted, movie.",negative,-0.65,movies
The film's most improbable feat? It didn't go straight to video.,negative,-2.25,movies
...about as exciting to watch as two last place basketball teams playing one another on the final day of the season.,negative,-2.55,movies
The Chateau... is less concerned with cultural and political issues than doting on its eccentric characters.,negative,-1.25,movies
"Cruel and inhuman cinematic punishment... simultaneously degrades its characters, its stars and its audience.",negative,-3.25,movies
It's not too fast and not too slow. It's not too racy and it's not too offensive. It's not too much of anything.,negative,-1.25,movies
"The great pity is that those responsible didn't cut their losses – and ours – and retitle it The Adventures of Direct to Video Nash, and send it to its proper home.",negative,-2.4,movies
About as original as a gangster sweating bullets while worrying about a contract on his life.,negative,-1.95,movies
An empty shell of an epic rather than the real deal.,negative,-1.95,movies
"We could have expected a little more human being, and a little less product.",negative,-1.6,movies
"Instead of using George and Lucy's most obvious differences to ignite sparks, Lawrence desperately looks elsewhere, seizing on George's haplessness and Lucy's personality tics.",negative,-1.5,movies
Whether Quitting will prove absorbing to American audiences is debatable.,negative,-0.65,movies
Becomes a bit of a mishmash: a tearjerker that doesn't and a thriller that won't.,negative,-1.45,movies
Family togetherness takes a back seat to inter family rivalry and workplace ambition... whole subplots have no explanation or even plot relevance.,negative,-1.75,movies
Grant isn't Cary and Bullock isn't Katherine.,negative,-1.45,movies
"Like a fish that's lived too long, Austin Powers in Goldmember has some unnecessary parts and is kinda wrong in places.",negative,-1.75,movies
Two tedious acts light on great scares and a good surprise ending.,negative,-0.65,movies
Shyamalan should stop trying to please his mom.,negative,-1.75,movies
The entire movie is in need of a scented bath.,negative,-2.2,movies
"I'm sorry to say that this should seal the deal   Arnold is not, nor will he be, back.",negative,-2.2,movies
"The story of Trouble Every Day ... is so sketchy it amounts to little more than preliminary notes for a science fiction horror film, and the movie's fragmentary narrative style makes piecing the story together frustrating difficult.",negative,-2.05,movies
A Movie to Forget,negative,-2.3,movies
"For all of its insights into the dream world of teen life, and its electronic expression through cyber culture, the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 hour running time.",negative,-1.8,movies
"Enough is not a bad movie, just mediocre. The performances are so overstated, the effect comes off as self parody.",negative,-1.1,movies
"It looks good, but it is essentially empty.",negative,-1.11764705882,movies
The film never finds its tone and several scenes run too long.,negative,-1.76470588235,movies
"The idea is more interesting than the screenplay, which lags badly in the middle and lurches between not very funny comedy, unconvincing dramatics and some last minute action strongly reminiscent of Run Lola Run.",negative,-2.17647058824,movies
"Van Wilder has a built in audience, but only among those who are drying out from spring break and are still unconcerned about what they ingest.",negative,-1.82352941176,movies
It's hard to believe that something so short could be so flabby.,negative,-2.11764705882,movies
Do we really need another film that praises female self sacrifice?,negative,-1.82352941176,movies
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character.,negative,-1.52941176471,movies
Tennessee Williams by way of Oprah's Book Club.,negative,-0.941176470588,movies
So verbally flatfooted and so emotionally predictable or bland that it plays like the standard made for TV movie.,negative,-2.41176470588,movies
"The entire point of a shaggy dog story, of course, is that it goes nowhere, and this is classic nowheresville in every sense.",negative,-1.88235294118,movies
Stale and clichéd to a fault.,negative,-2.70588235294,movies
This film is too busy hitting all of its assigned marks to take on any life of its own.,negative,-1.52941176471,movies
"Watching junk like this induces a kind of abstract guilt, as if you were paying dues for good books unread, fine music never heard.",negative,-2.47058823529,movies
The script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for Spy Kids.,negative,-1.70588235294,movies
Starts off witty and sophisticated and you want to love it    but filmmaker Yvan Attal quickly writes himself into a corner.,negative,-1.0,movies
Some Like It Hot on the Hardwood proves once again that a man in drag is not in and of himself funny.,negative,-1.47058823529,movies
"Unfortunately, contrived plotting, stereotyped characters and Woo's over the top instincts as a director undermine the moral dilemma at the movie's heart.",negative,-1.76470588235,movies
Witless and utterly pointless.,negative,-3.29411764706,movies
"When 'science fiction' takes advantage of the fact that its intended audience hasn't yet had much science, it does a disservice to the audience and to the genre.",negative,-2.29411764706,movies
Show me the mugging.,negative,-0.764705882353,movies
Represents something very close to the nadir of the thriller/horror genre.,negative,-1.47058823529,movies
Visually sumptuous but intellectually stultifying.,negative,-0.764705882353,movies
"As a feature length film, it wears out its welcome as tryingly as the title character.",negative,-2.17647058824,movies
"A guilty pleasure at best, and not worth seeing unless you want to laugh at it.",negative,-1.70588235294,movies
A sleep inducing thriller with a single twist that everyone except the characters in it can see coming a mile away.,negative,-2.70588235294,movies
"With a ''Spy Kids'' sequel opening next week, why bother with a contemptible imitator starring a ''SNL'' has been acting like an 8 year old channeling Roberto Benigni?",negative,-2.70588235294,movies
It's just rather leaden and dull.,negative,-2.47058823529,movies
Lacks the visual flair and bouncing bravado that characterizes better hip hop clips and is content to recycle images and characters that were already tired 10 years ago.,negative,-2.41176470588,movies
Statham employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British.,negative,-1.29411764706,movies
"Instead of trying to bust some blondes, (Diggs) should be probing why a guy with his talent ended up in a movie this bad.",negative,-2.47058823529,movies
Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience.,positive,0.277777777778,movies
"De Ayala is required to supply too much of the energy in a film that is, overall, far too staid for its subject matter.",negative,-1.22222222222,movies
Dismally dull sci fi comedy.,negative,-2.44444444444,movies
There's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits.,negative,-2.27777777778,movies
"When one hears Harry Shearer is going to make his debut as a film director, one would hope for the best",negative,-0.222222222222,movies
The leads we are given here are simply too bland to be interesting.,negative,-1.44444444444,movies
"(Toback's) fondness for fancy split screen, stuttering editing and pompous references to Wittgenstein and Kirkegaard ... blends uneasily with the titillating material.",negative,-1.61111111111,movies
Adam Sandler's 8 Crazy Nights is 75 wasted minutes of Sandler as the voice over hero in Columbia Pictures' perverse idea of an animated holiday movie.,negative,-2.33333333333,movies
"essentially ''Fatal Attraction'' remade for viewers who were in diapers when the original was released in 1987. ...this story gets sillier, not scarier, as it goes along...",negative,-1.94444444444,movies
"Even a hardened voyeur would require the patience of Job to get through this interminable, shapeless documentary about the swinging subculture.",negative,-2.77777777778,movies
The film's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence.,negative,-2.61111111111,movies
A singularly off putting romantic comedy.,negative,-1.72222222222,movies
This is an exercise not in biography but in hero worship.,negative,-1.16666666667,movies
It all comes down to whether you can tolerate Leon Barlow. I can't.,negative,-1.94444444444,movies
"In the spirit of the season, I assign one bright shining star to Roberto Benigni's Pinocchio    but I guarantee that no wise men will be following after it.",negative,-1.66666666667,movies
Check your brain and your secret agent decoder ring at the door because you don't want to think too much about what's going on. The movie does has some entertainment value   how much depends on how well you like Chris Rock.,negative,-0.722222222222,movies
A movie that seems motivated more by a desire to match mortarboards with Dead Poets Society and Good Will Hunting than by its own story.,negative,-1.33333333333,movies
A culture clash comedy only half as clever as it thinks it is.,negative,-1.61111111111,movies
The logic of it all will be Greek to anyone not predisposed to the movie's rude and crude humor.,negative,-1.88888888889,movies
"As self aware movies go, Who is Cletis Tout? is clever enough, though thin writing proves its undoing.",negative,-1.0,movies
"Starts out strongly before quickly losing its focus, point and purpose in a mess of mixed messages, over blown drama and Bruce Willis with a scar.",negative,-1.66666666667,movies
"... a fascinating curiosity piece    fascinating, that is, for about ten minutes. After that it becomes long and tedious like a classroom play in a college history course.",negative,-1.83333333333,movies
Director Jay Russell weighs down his capricious fairy tale with heavy sentiment and lightweight meaning.,negative,-1.55555555556,movies
"There are many things that solid acting can do for a movie, but crafting something promising from a mediocre screenplay is not one of them.",negative,-1.44444444444,movies
"Its screenplay serves as auto critique, and its clumsiness as its own most damning censure.",negative,-2.22222222222,movies
"At times, it actually hurts to watch.",negative,-3.0,movies
"Nemesis suffers from a paunchy midsection, several plodding action sequences and a wickedly undramatic central theme.",negative,-2.33333333333,movies
The jokes are telegraphed so far in advance they must have been lost in the mail.,negative,-2.55555555556,movies
"(Tries) to parody a genre that's already a joke in the United States. The movie is the equivalent of French hip hop, which also seems to play on a 10 year delay.",negative,-2.27777777778,movies
"A beyond lame satire, Teddy Bears' Picnic ranks among the most pitiful directing debuts by an esteemed writer actor.",negative,-3.0,movies
"I've never seen (a remake) do anything as stomach turning as the way Adam Sandler's new movie rapes, pillages and incinerates Frank Capra's classic...",negative,-3.6,movies
Hollywood's answer to an air ball.,negative,-1.73333333333,movies
And people make fun of me for liking Showgirls.,negative,-1.06666666667,movies
"Such a wildly uneven hit and miss enterprise, you can't help suspecting that it was improvised on a day to day basis during production.",negative,-1.93333333333,movies
"A weird little movie that's amusing enough while you watch it, offering fine acting moments and pungent insights into modern L.A.'s show biz and media subcultures. But it doesn't leave you with much.",negative,-0.8,movies
"I'm convinced I could keep a family of five blind, crippled, Amish people alive in this situation better than these British soldiers do at keeping themselves kicking.",negative,-2.33333333333,movies
"Like Mike is a slight and uninventive movie: Like the exalted Michael Jordan referred to in the title, many can aspire but none can equal.",negative,-1.8,movies
There is nothing funny in this every joke has  been told a  thousand times  before movie.,negative,-2.93333333333,movies
Always destined to be measured against Anthony Asquith's acclaimed 1952 screen adaptation.,negative,-0.8,movies
This is standard crime drama fare... instantly forgettable and thoroughly dull.,negative,-2.2,movies
"There's some outrageously creative action in The Transporter ... (b)ut by the time Frank parachutes down onto a moving truck, it's just another cartoon with an unstoppable superman.",negative,-1.73333333333,movies
"One of those based on truth stories that persuades you, with every scene, that it could never really have happened this way.",negative,-1.46666666667,movies
"From its nauseating spinning credits sequence to a very talented but underutilized supporting cast, Bartleby squanders as much as it gives out.",negative,-2.0,movies
"Yet another genre exercise, Gangster No. 1 is as generic as its title.",negative,-2.06666666667,movies
"Despite the holes in the story and the somewhat predictable plot, moments of the movie caused me to jump in my chair...",neutral,0.0,movies
"There's an admirable rigor to Jimmy's relentless anger, and to the script's refusal of a happy ending, but as those monologues stretch on and on, you realize there's no place for this story to go but down.",negative,-1.46666666667,movies
"Once again, the intelligence of gay audiences has been grossly underestimated, and a meaty plot and well developed characters have been sacrificed for skin and flash that barely fizzle.",negative,-2.2,movies
"A lightweight, uneven action comedy that freely mingles French, Japanese and Hollywood cultures.",negative,-0.866666666667,movies
"Such a fine idea for a film, and such a stultifying, lifeless execution.",negative,-2.53333333333,movies
(Allen's) best works understand why snobbery is a better satiric target than middle America diversions could ever be.,negative,-0.0666666666667,movies
"This overlong infomercial, due out on video before month's end, is tepid and tedious.",negative,-2.66666666667,movies
"An ambitious, guilt suffused melodrama crippled by poor casting.",negative,-1.93333333333,movies
Rarely has sex on screen been so aggressively anti erotic.,negative,-2.8,movies
"A dull, inconsistent, dishonest female bonding picture.",negative,-2.86666666667,movies
So much about the film is loopy and ludicrous ... that it could have been a hoot in a bad movie way if the laborious pacing and endless exposition had been tightened.,negative,-2.53333333333,movies
A disappointment for a movie that should have been the ultimate IMAX trip.,negative,-1.8,movies
Does little to elaborate the conceit of setting this blood soaked tragedy of murderous ambition in the era of Richard Nixon.,negative,-1.6,movies
"This Sade is hardly a perverse, dangerous libertine and agitator    which would have made for better drama. He's just a sad aristocrat in tattered finery, and the film seems as deflated as he does.",negative,-2.26666666667,movies
The film's needlessly opaque intro takes its doe eyed Crudup out of pre 9/11 New York and onto a cross country road trip of the Homeric kind.,negative,-1.53333333333,movies
It's as if a bored Cage spent the duration of the film's shooting schedule waiting to scream: ''Got AIDS yet?'',negative,-2.33333333333,movies
"In a strange way, Egoyan has done too much. He's worked too hard on this movie.",negative,-0.473684210526,movies
"The film has the thrown together feel of a summer camp talent show: hastily written, underrehearsed, arbitrarily plotted and filled with crude humor and vulgar innuendo.",negative,-2.26315789474,movies
The last three narcissists left on earth compete for each others' affections.,negative,-1.47368421053,movies
"A clash between the artificial structure of the story and the more contemporary, naturalistic tone of the film ...",negative,-0.894736842105,movies
"The movie's messages are quite admirable, but the story is just too clichéd and too often strains credulity.",negative,-1.26315789474,movies
"What we have here isn't a disaster, exactly, but a very handsomely produced let down.",negative,-1.52631578947,movies
The script was reportedly rewritten a dozen times    either 11 times too many or else too few.,negative,-1.94736842105,movies
"A shoddy male hip hop fantasy filled with guns, expensive cars, lots of naked women and Rocawear clothing.",negative,-2.05263157895,movies
"To the filmmakers, Ivan is a prince of a fellow, but he comes across as shallow and glib though not mean spirited, and there's no indication that he's been responsible for putting together any movies of particular value or merit.",negative,-1.52631578947,movies
"This is a movie filled with unlikable, spiteful idiots; whether or not their friendship is salvaged makes no difference in the least.",negative,-2.63157894737,movies
"It's as if Allen, at 66, has stopped challenging himself.",negative,-1.57894736842,movies
"Scotland, PA is entirely too straight faced to transcend its clever concept.",negative,-1.21052631579,movies
A movie that the less charitable might describe as a castrated cross between Highlander and Lolita.,negative,-2.0,movies
"Not only does LeBlanc make one spectacularly ugly looking broad, but he appears miserable throughout as he swaggers through his scenes.",negative,-2.0,movies
"There's little to recommend Snow Dogs, unless one considers cliched dialogue and perverse escapism a source of high hilarity.",negative,-2.31578947368,movies
It's deep sixed by a compulsion to catalog every bodily fluids gag in There's Something About Mary and devise a parallel clone gag.,negative,-2.05263157895,movies
The film rehashes several old themes and is capped with pointless extremes    it's insanely violent and very graphic.,negative,-2.05263157895,movies
"Sorority Boys, which is as bad at it is cruel, takes every potential laugh and stiletto stomps the life out of it.",negative,-2.89473684211,movies
"Here the love scenes all end in someone screaming. Maybe there's a metaphor here, but figuring it out wouldn't make Trouble Every Day any better.",negative,-2.31578947368,movies
This is the first film I've ever seen that had no obvious directing involved.,negative,-2.26315789474,movies
Fans of so bad they're good cinema may find some fun in this jumbled mess.,negative,-1.42105263158,movies
Weiss and Speck never make a convincing case for the relevance of these two 20th century footnotes.,negative,-1.47368421053,movies
"Sheridan is painfully bad, a fourth rate Jim Carrey who doesn't understand the difference between dumb fun and just plain dumb.",negative,-2.84210526316,movies
"Presents nothing special and, until the final act, nothing overtly disagreeable.",negative,-1.26315789474,movies
The most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill.,negative,-3.63157894737,movies
Was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz?,negative,-2.05263157895,movies
It goes on for too long and bogs down in a surfeit of characters and unnecessary subplots.,negative,-2.10526315789,movies
It's absolutely amazing how first time director Kevin Donovan managed to find something new to add to the canon of Chan. Make Chan's action sequences boring.,negative,-1.78947368421,movies
You ... get a sense of good intentions derailed by a failure to seek and strike just the right tone.,negative,-1.31578947368,movies
"'In this poor remake of such a well loved classic, Parker exposes the limitations of his skill and the basic flaws in his vision.'",negative,-2.10526315789,movies
It's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn.,negative,-2.52941176471,movies
"The film's final hour, where nearly all the previous unseen material resides, is unconvincing soap opera that Tornatore was right to cut.",negative,-1.94117647059,movies
The movie does such an excellent job of critiquing itself at every faltering half step of its development that criticizing feels more like commiserating.,negative,-1.70588235294,movies
"I found it slow, predictable and not very amusing.",negative,-2.23529411765,movies
"Director Yu seems far more interested in gross out humor than in showing us well thought stunts or a car chase that we haven't seen 10,000 times.",negative,-2.0,movies
Viewers will need all the luck they can muster just figuring out who's who in this pretentious mess.,negative,-2.35294117647,movies
"A pint sized 'Goodfellas' designed to appeal to the younger set, it's not a very good movie in any objective sense, but it does mostly hold one's interest.",negative,-0.882352941176,movies
Get out your pooper scoopers.,negative,-2.41176470588,movies
"While the material is slight, the movie is better than you might think.",positive,0.941176470588,movies
"It's definitely not made for kids or their parents, for that matter, and I think even fans of Sandler's comic taste may find it uninteresting.",negative,-1.94117647059,movies
"Sheridan seems terrified of the book's irreverent energy, and scotches most of its élan, humor, bile, and irony.",negative,-1.94117647059,movies
"More busy than exciting, more frantic than involving, more chaotic than entertaining.",negative,-2.05882352941,movies
There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film. It's makes a better travelogue than movie.,negative,-1.23529411765,movies
"It's as if Solondz had two ideas for two movies, couldn't really figure out how to flesh either out, so he just slopped `em together here.",negative,-2.11764705882,movies
The fourth in a series that I'll bet most parents had thought   hoped!    was a fad that had long since vanished.,negative,-1.70588235294,movies
"It's a long way from Orwell's dark, intelligent warning cry (1984) to the empty stud knockabout of Equilibrium, and what once was conviction is now affectation.",negative,-1.70588235294,movies
"Its premise is smart, but the execution is pretty weary.",negative,-1.47058823529,movies
The holiday message of the 37 minute Santa vs. the Snowman leaves a lot to be desired.,negative,-2.11764705882,movies
more precious than perspicacious,negative,-0.294117647059,movies
"If you saw it on TV, you'd probably turn it off, convinced that you had already seen that movie.",negative,-1.88235294118,movies
"(T)he script isn't up to the level of the direction, nor are the uneven performances by the cast members, who seem bound and determined to duplicate Bela Lugosi's now cliched vampire accent.",negative,-1.94117647059,movies
"If this is cinema, I pledge allegiance to Cagney and Lacey.",negative,-1.35294117647,movies
"Enigma looks great, has solid acting and a neat premise. Yet why it fails is a riddle wrapped in a mystery inside an enigma.",negative,-0.941176470588,movies
Most of the characters come off as pantomimesque sterotypes.,negative,-1.88235294118,movies
"Starts promisingly but disintegrates into a dreary, humorless soap opera.",negative,-2.05882352941,movies
"While there's likely very little crossover appeal to those without much interest in the Elizabethans (as well as rank frustration from those in the know about Rubbo's dumbed down tactics), Much Ado About Something is an amicable endeavor.",positive,0.647058823529,movies
It's actually too sincere    the crime movie equivalent of a chick flick.,negative,-1.0,movies
Most of the film feels conceived and shot on the fly    like between lunch breaks for Shearer's radio show and his Simpson voice overs.,negative,-1.64705882353,movies
"Perry's good and his is an interesting character, but ''Serving Sara'' hasn't much more to serve than silly fluff. Nor is it a romantic comedy.",negative,-0.882352941176,movies
Culkin turns his character into what is basically an anti Harry Potter    right down to the Gryffindor scarf.,negative,-0.705882352941,movies
"Memorable for a peculiar malaise that renders its tension flaccid and, by extension, its surprises limp and its resolutions ritual.",negative,-1.25,movies
It's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good.,negative,-0.7,movies
"In the not too distant future, movies like Ghost Ship will be used as analgesic balm for overstimulated minds. Right now, they're merely signposts marking the slow, lingering death of imagination.",negative,-2.35,movies
The movie's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt of the earth mommy named Minnie and watching Slim travel incognito in a ridiculous wig no respectable Halloween costume shop would ever try to sell.,negative,-1.5,movies
Like most movies about the pitfalls of bad behavior ... Circuit gets drawn into the party.,negative,-0.95,movies
It appears as if even the filmmakers didn't know what kind of movie they were making.,negative,-2.1,movies
"Beneath the uncanny, inevitable and seemingly shrewd facade of movie biz farce...lies a plot cobbled together from largely flat and uncreative moments.",negative,-2.15,movies
Snipes relies too much on a scorchingly plotted dramatic scenario for its own good.,negative,-1.4,movies
"Piccoli's performance is amazing, yes, but the symbols of loss and denial and life at arm's length in the film seem irritatingly transparent.",negative,-0.6,movies
"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",negative,-3.0,movies
"Nicolas Cage isn't the first actor to lead a group of talented friends astray, and this movie won't create a ruffle in what is already an erratic career.",negative,-1.7,movies
"It lacks the compassion, good natured humor and the level of insight that made (Eyre's) first film something of a sleeper success.",negative,-1.15,movies
"The result is good gossip, entertainingly delivered, yet with a distinctly musty odour, its expiry date long gone.",negative,-0.55,movies
A sustained fest of self congratulation between actor and director that leaves scant place for the viewer.,negative,-1.4,movies
All Analyze That proves is that there is really only one movie's worth of decent gags to be gleaned from the premise.,negative,-1.0,movies
"Green ruins every single scene he's in, and the film, while it's not completely wreaked, is seriously compromised by that.",negative,-2.05,movies
There's not a comedic moment in this romantic comedy.,negative,-2.5,movies
"The story is predictable, the jokes are typical Sandler fare, and the romance with Ryder is puzzling.",negative,-1.85,movies
"Wallace directs with such patronising reverence, it turns the stomach.",negative,-2.05,movies
Resurrection has the dubious distinction of being a really bad imitation of the really bad Blair Witch Project.,negative,-2.7,movies
Poor Ben Bratt couldn't find stardom if MapQuest emailed him point to point driving directions.,negative,-2.45,movies
Pretend like your SAT scores are below 120 and you might not notice the flaws.,negative,-2.4,movies
"Unlike Trey Parker, Sandler doesn't understand that the idea of exploiting molestation for laughs is funny, not actually exploiting it yourself.",negative,-2.15,movies
A fake street drama that keeps telling you things instead of showing them.,negative,-1.8,movies
"An empty, purposeless exercise.",negative,-2.5,movies
Earnest and tentative even when it aims to shock.,negative,-1.0,movies
"Haneke's script (from Elfriede Jelinek's novel) is contrived, unmotivated, and psychologically unpersuasive, with an inconclusive ending.",negative,-2.7,movies
A sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama.,negative,-0.75,movies
Those 24 and unders looking for their own Caddyshack to adopt as a generational signpost may have to keep on looking.,negative,-1.4,movies
"A distinctly mixed bag, the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze.",negative,-0.7,movies
What begins brightly gets bogged down over 140 minutes.,negative,-1.44444444444,movies
"Ultimately, Jane learns her place as a girl, softens up and loses some of the intensity that made her an interesting character to begin with.",negative,-0.925925925926,movies
Ah nuld's action hero days might be over.,negative,-1.81481481481,movies
"It's clear why Deuces Wild, which was shot two years ago, has been gathering dust on MGM's shelf.",negative,-2.14814814815,movies
"Feels like nothing quite so much as a middle aged moviemaker's attempt to surround himself with beautiful, half naked women.",negative,-2.25925925926,movies
"When the precise nature of Matthew's predicament finally comes into sharp focus, the revelation fails to justify the build up.",negative,-1.55555555556,movies
"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.",negative,-1.81481481481,movies
Hilarious musical comedy though stymied by accents thick as mud.,positive,0.62962962963,movies
"If you are into splatter movies, then you will probably have a reasonably good time with The Salton Sea.",positive,0.888888888889,movies
"A dull, simple minded and stereotypical tale of drugs, death and mind numbing indifference on the inner city streets.",negative,-2.22222222222,movies
The feature length stretch ... strains the show's concept.,negative,-1.40740740741,movies
This slender plot feels especially thin stretched over the nearly 80 minute running time.,negative,-1.88888888889,movies
A film that will probably please people already fascinated by Behan but leave everyone else yawning with admiration.,negative,-0.481481481481,movies
"Davis the performer is plenty fetching enough, but she needs to shake up the mix, and work in something that doesn't feel like a half baked stand up routine.",negative,-1.14814814815,movies
The densest distillation of Roberts' movies ever made.,negative,-1.55555555556,movies
"Ultimately, the film never recovers from the clumsy cliché of the ugly American abroad, and the too frosty exterior Ms. Paltrow employs to authenticate her British persona is another liability.",negative,-2.03703703704,movies
A handsome but unfulfilling suspense drama more suited to a quiet evening on PBS than a night out at an AMC.,negative,-1.22222222222,movies
"Tom Green and an Ivy League college should never appear together on a marquee, especially when the payoff is an unschooled comedy like Stealing Harvard, which fails to keep 80 minutes from seeming like 800.",negative,-2.74074074074,movies
"(It) highlights not so much the crime lord's messianic bent, but Spacey's.",negative,-0.851851851852,movies
Master of Disguise runs for only 71 minutes and feels like three hours.,negative,-2.51851851852,movies
A reworking of Die Hard and Cliffhanger but it's nowhere near as exciting as either.,negative,-1.59259259259,movies
Suffers from unlikable characters and a self conscious sense of its own quirky hipness.,negative,-1.88888888889,movies
A film without surprise geared toward maximum comfort and familiarity.,negative,-0.888888888889,movies
"Fessenden continues to do interesting work, and it would be nice to see what he could make with a decent budget. But the problem with Wendigo, for all its effective moments, isn't really one of resources.",negative,-0.777777777778,movies
"Spirit is a visual treat, and it takes chances that are bold by studio standards, but it lacks a strong narrative.",positive,0.0740740740741,movies
"It stars schticky Chris Rock and stolid Anthony Hopkins, who seem barely in the same movie. Their contrast is neither dramatic nor comic    it's just a weird fizzle.",negative,-1.81481481481,movies
