text,study_label,split
Stock Market Update: Averages Still Mixed,neutral,train
Stock Market Update: Early Levels,neutral,train
"Stock Market Update: Energy remains weak, while mega-cap tech remains strong",neutral,train
Stock Market Update: Futures little changed amid news of a limited trade agreement,neutral,train
Stock Market Update: Futures Update,neutral,train
"Stock Market Update: Retail stocks extend losses, health care sector gains",neutral,train
Stock Market Update: S&P 500 Playing For Second Place On Monday,neutral,train
Stock Market Update: S&P 500 returns to flat line,neutral,train
"Stock Market Update: Stock market closes little changed, retail space hit",neutral,train
"Stock Market Update: Stock market opens little changed, energy stocks remain weak",neutral,train
"Stock Market Update: Stock market slows down, jobs report beats expectations",neutral,train
"Stock Market Update: Stock market trades mixed; Home Depot, Kohl's weigh on retail space",neutral,train
Stock Market Update: Stocks market trades flat to start the week,neutral,train
Stock Market Update: Wall Street closes little changed after Phase One deal reached,neutral,train
"Stock-index futures hold gains after retail sales, import prices data",neutral,train
Stocks eke out early gains but retail names drag,neutral,train
Stocks finish mixed as Nasdaq logs third consecutive all-time closing high,neutral,train
"Stocks indexes edge higher for the day, lower for the week https://t.co/BRAUhY2mLn",neutral,train
Stocks mixed amid conflicting trade reports,neutral,train
Stocks mixed on choppy trading day https://t.co/UTpt8KyZzi by @heidi_chung https://t.co/FAsMkTHEbL,neutral,train
Stocks on Wall Street ended Thursday's session little changed as investors avoided making risky bets amid a lack of… https://t.co/0l38qIDkoG,neutral,train
Stocks rose slightly on Friday but headed for their first weekly decline amid uncertainties around the U.S.-China t… https://t.co/sGXQfU6Okt,neutral,train
Stocks That Fell to 3-Year Lows in the Week of Dec. 13,neutral,train
Stocks were little changed at the close despite the news of impeachment articles being drafted and a looming deadli… https://t.co/3N0hpQ4I4b,neutral,train
Sugar Traders Hold Tight: India’s Set to Roil Markets Again,neutral,train
"Tech Retakes Leadership Role With Chips And Cloud Names Moving Higher, I See A Pattern - Seeking Alpha",neutral,train
The index has served as a yardstick for Hong Kong’s rise and its rebounds from various crises https://t.co/VwB9brLhAp,neutral,train
The latest on U.S. markets https://t.co/Er61EMyHsj https://t.co/4Jzex6liAG,neutral,train
"The latest pre-open #analysis of #news, #data driving the #market https://t.co/2JWcYQceMg #PageOne $SPY $DIA $QQQ… https://t.co/X96M6stFge",neutral,train
The Time for Canada’s Stock Market to Shine May Be in 2020,neutral,train
"The USA stock market is closed Friday April 10, 2020 in observance of Good Friday",neutral,train
This week's #economic data releases & forecasts https://t.co/nWoqf7UPiu #AdvIntlTradeInGoods #AdvRetailInventories… https://t.co/bqHJvUPTHE,neutral,train
Trade momentum rose in September for the first time in four months https://t.co/dsCS1fltgF,neutral,train
Trade momentum rose in September for the first time in four months https://t.co/mdVAsk2sAd,neutral,train
Trading in China ETFs Soars as Trump Upends Tariff Optimism,neutral,train
Trading of Own Shares for Treasury Month: January 2020  #Stock #MarketScreener https://t.co/tW02ga4gHQ https://t.co/OjXKmfOETD,neutral,train
"U.S. equities edged higher, while European and Asian stocks slipped, as investors sought to gauge the economic hit... https://t.co/GimDRAOMRy",neutral,train
U.S. stock futures hold modest gains after housing reports,neutral,train
"U.S. stocks end higher Friday, but S&P 500 suffers weekly decline https://t.co/0BZLR3sOoF",neutral,train
"US indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016: BofA",neutral,train
"Utilities 'the most underappreciated sector,' T. Rowe Price analyst says",neutral,train
"Wall Street ends near flat after U.S., China announce trade deal",neutral,train
Wall Street firms release their 2020 S&P 500 targets,neutral,train
Wall Street hovers near record levels; Boeing drags on Dow,neutral,train
Wall Street rallies on Friday but multi-week win streak ends https://t.co/2AIh0UaKbX,neutral,train
"Week ahead: Black Friday, Federal Reserve’s Powell https://t.co/gGzgz0fEPi",neutral,train
Weekly market update : The waiting game continues on trade #Weeklymarketupdate #marketscreener #MarketScreener… https://t.co/77sw5i2a8t,neutral,train
What Is The TED Spread Telling Investors About The Credit Market?,neutral,train
"Voters in key 2020 election states are growing increasingly pessimistic about the economy, as the coronavirus crisi… https://t.co/5hJJPXZ9mB",negative,train
"""I accept this award on behalf of Ethiopians and Eritreans.""

Ethiopian Prime Minister Abiy Ahmed receives the… https://t.co/QQCGKVPtFq",neutral,train
"""It Was A Coup. Period"": Tulsi Gabbard Slams US 'Interference' In Bolivia https://t.co/3onatHQ80T",neutral,train
"""It's impossible to say, under any serious economic model, under which party's manifesto the economy would do bette… https://t.co/M2QJOYgqvL",neutral,train
"""Tell your parents not to get their opinions on Facebook,"" @AOC says https://t.co/lohvEBe93n",neutral,train
"""I am happy with him, I really think he's caught up,"" Trump said of Fed Chair Jerome Powell at the White House… https://t.co/8jASKLBath",neutral,train
"""This Brexit failure was founded on lies and hypocrisy""

These 4 friends behind @ByDonkeys have crowdfunded hundred… https://t.co/vuJouFUSya",neutral,train
"""We are close. Great progress has been made."" Larry Kudlow, Director of the National Economic Council, discusses wh… https://t.co/NlRafz2liK",neutral,train
"""We were a target"" Here's what some Ukrainians had to say about their country being in the spotlight during the U.… https://t.co/HTQYS1OCnS",neutral,train
.@realDonaldTrump has repeatedly touted his friendship with China's President Xi. @JimCramer says @BernieSanders wo… https://t.co/ixnYugXsRX,neutral,train
"‘Chill Is Real,’ Trudeau Envoy to China Says of Huawei Feud",neutral,train
‘Unicorns and rainbows!’ Kellyanne Conway shrugs off Bloomberg’s candidacy https://t.co/iKDhlGygzZ,neutral,train
"“It was a great opportunity to say thank you to the president.”

Australia’s PM Scott Morrison comments on his call… https://t.co/o1tPma45v6",neutral,train
“President Trump is facing a process which is unprecedented for its unfairness.” Sam Dewey,neutral,train
“The Democrats are getting hit and slammed on Impeachment. It is getting less and less popular by the day.” @kilmeade @foxandfriends,neutral,train
“The investigation isn’t going to end” https://t.co/HMbZzmpBQ0,neutral,train
“The support for Impeachment is not there. I think the Democrats will have to come up with a new game plan.” @jasoninthehouse @FoxNews,neutral,train
"“The whole Russia thing was a Hoax, and the Ukraine thing is a Hoax, and the Democrats are a Joke. This is a disast… https://t.co/DaIU3HxznC",neutral,train
'A lot of people feel defeated...Trump always wins. It seems like nothing can stop him.' Danny Villazon  @nytimes… https://t.co/qr7pY4rjma,neutral,train
A new proposal in Congress is looking to resurrect an old tradition: mailing Social Security statements to your hom… https://t.co/Sx8wmqma1j,neutral,train
"After PM Johnson's big win, what's next for Brexit",neutral,train
"Alberto Fernández was sworn in as Argentina’s new president on Tuesday, marking a historic return to power for the… https://t.co/NDEKx0Wy2l",neutral,train
Alexandria Ocasio-Cortez says she plans to oppose House Speaker Nancy Pelosi's drug pricing bill https://t.co/JRz5PJzGU2,neutral,train
Alpha Dog Putin Shows Meeker Side With Erdogan,neutral,train
An open letter to President Trump 3 years after the election,neutral,train
"Angela Merkel's government announces a new ""limitless"" aid program for small companies as part of an effort to supp… https://t.co/pOUgvxI83v",neutral,train
"As senators prepare to vote on whether to call witnesses like John Bolton, the New York Times has more details of t... https://t.co/PkbmI4tI8f",neutral,train
"Astrology is cool again. So what will happen with Brexit, and who will win the 2020 US election? A prominent New Yo… https://t.co/Hqm5nw1d77",neutral,train
"Azerbaijan's first snap parliamentary elections 'lacked genuine competition and choice,' international monitors say https://t.co/l4dHpIed1E",neutral,train
Azeri Snap Elections Condemned by Monitors for Vote 'Violations',neutral,train
Barron’s on MarketWatch: How Elizabeth Warren is a value investor’s friend,neutral,train
"Bernie Sanders and Pete Buttigieg are asking for a partial retabulation of Iowa caucus results, citing 'widespread… https://t.co/z6BFj6ecyn",neutral,train
Bernie Sanders Builds Big Primary Machine to Win Prized California,neutral,train
"Bernie Sanders continues to challenge Joe Biden for the lead spot among Democratic voters nationally, according to... https://t.co/oG49GKDPSc",neutral,train
Bernie Sanders has unveiled a plan to expand broadband internet access as part of a push to boost the economy and r… https://t.co/ioo9NksE4f,neutral,train
Betsy DeVos: This Memo Will Better Protect Student Loan Borrowers,neutral,train
Biden Adviser Raises Questions About Iowa Caucus Over App  Problems,neutral,train
Biden Campaign Says It Will Push Ahead Regardless of New Hampshire Results,neutral,train
Biden Is Endorsed by Nevada Congresswoman Titus: Campaign Update,neutral,train
Bill De Blasio Says New York City Must Tackle Affordability Crisis,neutral,train
"BJP Issues Whip To Its MPs Asking Them To Be Present In Lok Sabha, Rajya Sabha On Tuesday",neutral,train
Bloomberg Gets Backing of Former Navy Secretary Ousted by Trump,neutral,train
Bloomberg Unveils Extreme Gun Control Plan https://t.co/1MYugJ8NQF,neutral,train
Bloomberg Westminster: Johnson's to lose? (with Chris Hanretty),neutral,train
Bloomberg’s entry into presidential race raises ethical issues for his news service https://t.co/uAdHDWYlH9,neutral,train
Boris Johnson and Jeremy Corbyn go head-to-head in the final scheduled leadership debate ahead of next week's gener… https://t.co/IZkqHPWJbu,neutral,train
"Boris Johnson and Jeremy Corbyn have radically different visions for the UK. What are their policies on Brexit, the… https://t.co/fRewRgZOj1",neutral,train
Boris Johnson Cancels 2020 Tax Cut for Businesses: U.K. Votes,neutral,train
"Boris Johnson is heading for a clear victory in next week’s U.K. general election, according to senior officials in… https://t.co/W6ishFLFXK",neutral,train
Boris Johnson postpones plans to cut corporate taxes,neutral,train
Boris Johnson to remain in hospital for coronavirus tests https://t.co/yb71eAmWCJ,neutral,train
Boris Johnson vows no tax hikes in Tory manifesto https://t.co/GLYohLoHD0,neutral,train
Boris Johnson vows no tax hikes in Tory manifesto https://t.co/yRiMKCH4Kx,neutral,train
Boris Johnson wins overwhelming victory in UK,neutral,train
Boris Johnson’s Conservative Party will pledge not to increase several key tax measures if it wins next month’s gen… https://t.co/RENnMT4Dtr,neutral,train
Boris Johnson’s Conservatives are proposing to spend an extra 1 pound for every 6 pledged by Jeremy Corbyn‘s Labour… https://t.co/5wPV7EwZJZ,neutral,train
Boris Johnson’s New Priorities See the U.K. Boycott Davos,neutral,train
Boris Johnson's New Priorities See the U.K. Boycott Davos,neutral,train
Brazil minister says it's 'impossible' to put value on Eletrobras privatization https://t.co/XW6C3vlrys https://t.co/CUcOenJhTx,neutral,train
Brexit Bulletin: An Unpalletable Truth,neutral,train
Brexit has destabilised the Franco-German couple https://t.co/eYsgzsVVOy,neutral,train
"Brexit is rattling Europe's market for carbon allowances, and the U.K. election may push traders off the fence no m… https://t.co/xKXLK2DGmM",neutral,train
British diplomat to US quits in tirade over Brexit ‘half-truths’ https://t.co/1YIDponpLA,neutral,train
British politicians are clueless on what the public thinks about trade https://t.co/ZDb7sH34Af,neutral,train
Brussels Edition: Truce Offerings to Trump,neutral,train
Buttigieg Faces Tough Battle to Repeat Iowa Feat in Later States,neutral,train
California Won't Buy From Automakers Who Sided With Trump,neutral,train
Canada's New Health Minister's Thoughts On Cannabis: What You Should Know,neutral,train
"Canadian ministers meet with CN Rail, union as strike looms",neutral,train
Candidates Make a Final Push in New Hampshire,neutral,train
Check out the week's most compelling political images https://t.co/zSsEt9ApVb,neutral,train
"China attacks US at G20 as the world’s biggest source of instability- CNBC

https://t.co/pelfsYwKo7",neutral,train
China's Xi Visits Hospital in Beijing,neutral,train
Chris Matthews Asks Gabbard: Why Are So Many Democrats War Hawks? https://t.co/oeOOhsUpki,neutral,train
"CNN: Trump Is Leader Of ""Destructive Cult""; Using ""Mind Control"" On Americans https://t.co/jT5f1YL3bP",neutral,train
Comey Admits Being ‘Overconfident’ in Approving Trump Probe,neutral,train
Congress is asking Airbnb to provide information about hosts that list short-term rentals on the site who don’t com… https://t.co/4XbG6HxVHy,neutral,train
Congress Leaders Move Supreme Court Against Amended Citizenship Act,neutral,train
"Congress Mulls Reviving Tax Breaks Prized by ADM, Tesla, GM",neutral,train
Conservatives promise ‘world class’ public services https://t.co/tPF3DYeTzY,neutral,train
Consumer watchdog now downplaying a major Obama-era tool https://t.co/cvSWyzRjRa by @ewolffmann https://t.co/a5izdbTdPC,neutral,train
Court dismisses Democratic lawmakers' emoluments lawsuit against Trump,neutral,train
Democrats by next Thursday could begin to draft the articles of impeachment against President Trump https://t.co/iy5tgpWUtp,neutral,train
Democrats Getting 'Cold Feet' As Impeachment Support Evaporates https://t.co/EXIydIMZFS,neutral,train
Democrats need to realize that impeaching Trump may not accomplish anything at all https://t.co/3wm2QztpnQ,neutral,train
Democrat's New Taxes Wouldn't Hit Just Billionaires,neutral,train
Democrats Share Attack Lines in New Hampshire: Campaign Update,neutral,train
"Donald Trump likes to boast that he has unwavering Republican support, but that backing is softer than he suggests https://t.co/pGEjBhAyaX",neutral,train
Donald Trump on Social Security: Everything You Need to Know,neutral,train
Donald Trump will face a more assertive Congress on foreign policy as he fights off impeachment and seeks re-electi… https://t.co/elj6rJs0q8,neutral,train
El Salvador president's strong-arm tactics spark outrage https://t.co/hdr7gv0VwR,neutral,train
Elizabeth Warren releases doctor's note describing good health as voters weigh age of contenders https://t.co/dBR1MTNndt,neutral,train
Erik Prince Held Secret Talks in Caracas With Maduro’s No. 2,neutral,train
European diplomats have a message for Donald Trump: Bullying tactics won't win support for your Iran policy https://t.co/Sqv08TNymv,neutral,train
'Everyone is exhausted by this president': Bill Weld on why he's challenging Donald Trump https://t.co/1Y6x9IoNGE,neutral,train
Exclusive: Elise Stefanik Reflects on Her Two-Week Whirlwind https://t.co/5SownqVBuD,neutral,train
"Federal pension fund says bill banning China investment is discriminatory
https://t.co/lu8hGlQOng https://t.co/zEyhfoysF9",neutral,train
Finance Minister Begins Pre-Budget Consultations Starting Monday,neutral,train
"For the first time in a decade, the US has sent its most senior Pentagon official to Taiwan, in a reflection of Was… https://t.co/jbyM6Wtt9j",neutral,train
Former Ecuadorian President Rafael Correa goes on trial on charges of campaign finance fraud and accepting millions… https://t.co/7RozGXYGMx,neutral,train
Former Goldman Sachs CEO pushes back on Warren attacks -CNBC,neutral,train
Former Trump advisor John Bolton accuses White House of locking him out of his Twitter account https://t.co/YqiocDdTOH,neutral,train
"French labor unions call for a new day of protests, seeking to force President Emmanuel Macron to either sweeten hi… https://t.co/DCRPnEQTEY",neutral,train
Friday Humor: Democratic Candidates Clash Over Most Effective Plan To Destroy Economy https://t.co/PY6FPtrzbi,neutral,train
GERMAN SPD BACKS DEMANDS FOR TALKS TO STAY IN MERKEL COALITION,neutral,train
German union calls for pre-Christmas Amazon strike,neutral,train
Germany sees 1.5 billion euro annual take from new financial transaction tax https://t.co/iPthaL90l2 https://t.co/RG3XG3w21M,neutral,train
Germany’s ruling Christian Democrats call for restrictions on Huawei participating in country's 5G network  https://t.co/SnLAwUkfOA,neutral,train
"Giuliani Giving Ukraine Data to Justice Department, Barr Says",neutral,train
Gove Rules Out Scottish Independence Referendum: U.K. Politics,neutral,train
Gove rules out Scottish referendum,neutral,train
Government Examining Foreign Fund Flows In Infrastructure At Strategic Locations ,neutral,train
Government Launches Portal For Subsidy Scheme Under PMAY,neutral,train
Government Moves Bill In Lok Sabha To Appoint Unified Regulator For IFSCs,neutral,train
Governments across Asia are pushing back against unwanted rubbish from overseas that has accumulated within their b… https://t.co/XpcZWX1Zvy,neutral,train
Guinea-Bissau’s current leader was eliminated from the country’s presidential election after two former prime minis… https://t.co/W5EAleiG8s,neutral,train
"Gundlach, who nailed Trump's 2016 election, says he'll win again 'if economy holds' https://t.co/7VpbVtA6Jf by… https://t.co/5c0lQ7uJwZ",neutral,train
Here’s the latest on the 2020 presidential race and what to watch today https://t.co/U5CyPJT9wk,neutral,train
Here’s the latest on the 2020 presidential race and what to watch today 🇺🇸 https://t.co/wTckp0G5yX,neutral,train
Here’s what bugs Democratic presidential candidate Michael Bennet about the front-runners https://t.co/WbeSOQXEmh b… https://t.co/I1wGD5GQBN,neutral,train
Here's the breakdown of Sen. Bernie Sanders estimated $60 trillion tax plan. https://t.co/9V6UzmgEqL https://t.co/QohPU0ObdX,neutral,train
Here's the latest on the 2020 presidential race and what to watch today https://t.co/bqcNCYePt3,neutral,train
Here's where we are in the impeachment process and what comes next https://t.co/5xb30d9RIE https://t.co/Q6rrrDV2Xz,neutral,train
Hindu nationalists see Ayodhya victory as just the start https://t.co/ioPLTg6aAc,neutral,train
Hong Kong Election: Pro-Democracy Candidates Surge Amid Record Turnout; Protest Organizer Wins Seat https://t.co/FWEg7QnzPJ,neutral,train
Hong Kong’s Pro-Democracy Candidates Poised to Win Majority https://t.co/eqVNozsPw0,neutral,train
Hong Kong’s pro-democracy candidates won an overwhelming victory in district council elections on Sunday after mont… https://t.co/x6TIyihqT9,neutral,train
Hong Kong's leader has insisted that escalating violence would not force her administration to yield to protester d… https://t.co/jmPHQjCdtc,neutral,train
Horowitz: FBI Should Have Pumped The Brakes On Surveillance Of Trump Campaign Aide https://t.co/1dbsrboUxf,neutral,train
House Judiciary Committee approves impeachment,neutral,train
How Bernie Sanders is helping Mike Bloomberg https://t.co/jaHUkNy3mZ by @rickjnewman https://t.co/C1Prk7PMsT,neutral,train
How Trump's trade war is hurting swing states,neutral,train
How Trump's trade war is hurting swing states https://t.co/cwagyBCUsZ by @rickjnewman https://t.co/sanXxpy2gT,neutral,train
How will the Democratic primaries shift the election? Listen to @rickjnewman and @alexisTVNews discuss on the lates... https://t.co/S9v1dUSTvE,neutral,train
"'I’m [Russia's] main opposition leader not because I banned everyone else from being one, but because it’s scary to… https://t.co/ZvTDBnpcMn",neutral,train
"Impeachment investigators don't know exactly Rudy Giuliani said in phone calls regarding Ukraine, but ""I guarantee… https://t.co/XX7mvtVE7i",neutral,train
Impeachment Probe Turns to Trump Ally at Heart of Ukraine Storm,neutral,train
"Impeachment Reaches Decision Stage as Democrats Review Evidence - BBG

https://t.co/4FaXv9eIhV",neutral,train
Impeachment Theater Offers Americans Glimpse Of The Unseen-Unelected Who Actually Rule Over Us https://t.co/YaAnzODftL,neutral,train
"Incompetence, not ideology, is the worst thing about this election https://t.co/fOEQ6ytIRQ",neutral,train
Investors 'are really excited about the Donald Trump presidency continuing': top strategist,neutral,train
Ireland Brings New Twist to Populism,neutral,train
It's the first election in the U.S. to enable any resident to vote by phone https://t.co/uzzKuoaxCu,neutral,train
Jeremy Corbyn has announced he would take 'a neutral stance' in a second Brexit referendum if Labour won the genera… https://t.co/3GoAfSyPoU,neutral,train
Jeremy Corbyn is a controversial leader even in his own party. Here's why https://t.co/iXYhL6ruuN,neutral,train
Jeremy Corbyn says he would be ‘neutral’ in a second Brexit poll https://t.co/ohBKNqUPwZ,neutral,train
"Jim Messina: The re-election of Donald Trump would pose an existential threat to the US and the world
https://t.co/AsNHP7ndbt",neutral,train
Jobs Fuels Economic Momentum for Trump Ahead of Election,neutral,train
Jobs Fuels Economic Momentum for Trump Ahead of Election,neutral,train
Joe Biden claims he said 'facts' not 'fat' to Iowa voter: Listen to the tape yourself https://t.co/GullZ5Y8cn,neutral,train
"Joe Biden says if he's elected president, he'll ask the Justice Dept. to review mega mergers. ""There's too much con… https://t.co/YwnG0L0Cx4",neutral,train
Joe Biden's campaign is determined to fight past Tuesday's New Hampshire primary https://t.co/atUGC75MkS,neutral,train
"Joe Biden's tax plan is refreshingly moderate, says @karlbykarlsmith, especially when compared with those of his ri… https://t.co/WoGXdbgZc3",neutral,train
John Bercow reveals Boris Johnson’s tennis trick https://t.co/tNmicgcYVJ,neutral,train
John Major gives his backing to Tory rebel candidates https://t.co/H8v7Zdr0lR,neutral,train
Johnson Gets to Work Naming Cabinet and Taking U.K. Out of EU,neutral,train
"Johnson promises Brexit on Jan. 31, trade deal in 2020",neutral,train
Johnson Races to Pass U.K. Terror Law Before Next Convict Freed,neutral,train
Johnson seeks votes in whirlwind tour of Britain https://t.co/bf5zh0o594,neutral,train
Johnson’s manifesto demands voters take a lot on trust https://t.co/CR3aYBCVy4,neutral,train
Johnson’s safety-first pitch intended to avoid repeat of 2017 https://t.co/Wp2TLt3yrB,neutral,train
JUST IN: Former Trump advisor George Papadopoulos just annouced he is running for Congress https://t.co/qmQn0KXLbd,neutral,train
"Kelly Craft, U.S. ambassador to the UN, said the Security Council is united in its alarm over repeated missile test… https://t.co/cy49hcyJxx",neutral,train
Kudlow https://t.co/owfUNJQzrb,neutral,train
Labour struggles to recapture ‘Red Clydeside’ https://t.co/fFTLbvTGIF,neutral,train
"Lam to Update Xi, China Officials on Protests: Hong Kong Update",neutral,train
"Lanai, Nicole, Josh and Joana were too young to vote in the Brexit referendum in 2016. 

This year, they’re finally… https://t.co/sVmzdrN4ho",neutral,train
"LATEST: House Democrats plan a vote next week on the U.S.-Mexico-Canada free-trade agreement.

Pelosi says the amen… https://t.co/AA8kt2AgrD",neutral,train
Lighthizer Scores a Trifecta of Wins for Trump's Trade Agenda,neutral,train
Lighthizer Scores Trifecta of Wins for Trump’s Trade Agenda,neutral,train
LIVE: Senate impeachment trial continues with debate over allowing witnesses https://t.co/hr2ky3aRFy,neutral,train
Marco Rubio expects the Senate to pass at least one more coronavirus relief bill https://t.co/0ZsedODFPg,neutral,train
Merkel Calls for Reversal of CDU's 'Unforgivable' Far-Right Deal,neutral,train
Merkel Party Chief Faces Deepening Divide Over Far Right Episode,neutral,train
Merkel Party Leader Gets Unanimous Backing for Thuringia Plan,neutral,train
Merkel Says Thuringia CDU State Party Decision 'Unforgivable',neutral,train
Merkel Successor Unexpectedly Resigns As CDU Leader In Latest Shock To Germany's Political Establishment |… https://t.co/ObFlV2jlIK,neutral,train
Michael Bloomberg has officially entered the Democratic race for president. https://t.co/L2azcIm5tl,neutral,train
"Michael Bloomberg is joining a crowded 2020 Democratic field, starting his campaign with a $35 million cross-countr… https://t.co/jrBWZ4gYcx",neutral,train
Michael Bloomberg makes it official: ‘I’m running for president’ https://t.co/w1iKZiD1Dp,neutral,train
Michael Gove warns the logistics industry to prepare for strict border controls between Britain and the EU after Br… https://t.co/CE4krhmkBO,neutral,train
Mid-Southern Bancorp appoints Robert W. Derossett as CFO,neutral,train
Mike Bloomberg is running for president — his policies will impact these big industries https://t.co/RtwU4Px1cN,neutral,train
"Mitch McConnell says voting on the USMCA won't happen next week. 

""That will have to come up, in all likelihood, r… https://t.co/rjqIpJPU3i",neutral,train
Morrison Reshuffles Cabinet After Resignations Within Coalition,neutral,train
"Naive Brazil to Rethink Relations With U.S., Bolsonaro Ally Says",neutral,train
"Namibia has its first woman presidential candidate. Meet Esther Muinjangue, the first elected female leader of a po… https://t.co/3qosy3cpuP",neutral,train
"Nancy Pelosi, the Democratic speaker of the House of Representatives, says she has agreed a deal with US President… https://t.co/cb3ImctKdO",neutral,train
New Hampshire Debate Marks New Phase in Democratic Battle,neutral,train
New Twitter Account Drives Fresh Talk of Pompeo Senate Run,neutral,train
"New York AG used pulled fraud claims to score political points, Exxon says",neutral,train
"NEW: Bernie Sanders leads the Democratic field in a new national poll taken after the Iowa caucuses, with Joe Biden… https://t.co/vPIt8PWKvi",neutral,train
NPPC Applauds House Passage of Ag Inspectors Bill #Stock #MarketScreener https://t.co/yXmoXHzEGm https://t.co/5ihdwSSXMi,neutral,train
"Obviously, I am not a communist,' @BernieSanders said, adding that Trump 'maybe doesn't know the difference."" https://t.co/kaI5i9Wflu",neutral,train
Officials at Ukraine's U.S. embassy got word that the U.S. had frozen military aid in July—but it would be weeks be… https://t.co/FefZ6ISQGo,neutral,train
Partisan finger-pointing in Congress threatens to poison the debate when lawmakers try to find another emergency bo… https://t.co/QW0zRqu5Aj,neutral,train
Partisan finger-pointing in Congress threatens to poison the debate when lawmakers try to find another emergency bo… https://t.co/w6ZUYMCVXW,neutral,train
Pelosi criticizes Trump's prayer breakfast comments as 'without class' - POLITICO,neutral,train
Pete Buttigieg is raking in more money from the entertainment industry than any of his rival Democratic presidentia… https://t.co/tkfGFxHkiQ,neutral,train
Pete Buttigieg now No. 1 in Iowa polls,neutral,train
Plaid Cymru promises ‘green jobs revolution’ for Wales https://t.co/gvCquqXb6q,neutral,train
"President Donald Trump assumes economic growth above 3% this year in his annual budget proposal, exceeding mainstre… https://t.co/UvzzuACRmO",neutral,train
President Donald Trump continued his attacks on ousted U.S. Ambassador to Ukraine Marie Yovanovich and other witnes… https://t.co/iS70j1CODY,neutral,train
President Donald Trump said that he’ll stand by his man Mike Pence in the 2020 campaign https://t.co/3P6kMk7O32,neutral,train
President Donald Trump's $4.8 trillion budget for the upcoming fiscal year proposes billions more in funding for de… https://t.co/H8nA9oT4IB,neutral,train
President Trump expected to release $4.8 trillion 2021 budget,neutral,train
"President Xi Jinping calls China’s sprawling belt and road initiative the ""project of the century,"" but many challe… https://t.co/gEHXcRX16J",neutral,train
Prime Minister of Hungary : The opportunity to reach agreement on the EU budget will certa...… https://t.co/jWlhC4WRmp,neutral,train
"Prince Andrew booted from Buckingham Palace over Jeffrey Epstein scandal, report says https://t.co/t4Qzt1tCP6",neutral,train
Pro-democracy candidates make big gains in Hong Kong local elections https://t.co/WyTV8xgGTo,neutral,train
"Pro-democracy candidates won a landslide victory in Hong Kong’s elections this weekend, with a record high voter tu… https://t.co/xqISk55DtH",neutral,train
Prosecutors said former Trump campaign aide Rick Gates deserves leniency for his “extraordinary assistance” probing… https://t.co/ftzEvrQzdv,neutral,train
Quaker Lobby Hails House Passage of Voting Rights Advancement Act https://t.co/qLaupi7SOJ https://t.co/evt6jNr12D,neutral,train
"Rabobank on Democratic primary: ""Oddly for the ‘party of the workers’, two of its 18 candidates for president are n… https://t.co/gEWb4uXfsS",neutral,train
Rebel in tweed battles to defend his seat against former party https://t.co/I16hXgX5c4,neutral,train
"Rep. Alcee Hastings, who faces House ethics probe, paid his girlfriend more than his chief of staff https://t.co/LFGBJPrAtS",neutral,train
Rep. Jerry Nadler leaves Trump impeachment trial to be with his wife as she battles cancer https://t.co/oHh8E2STU7,neutral,train
Republicans & Democrats Agree: Give Vast Snooping Powers To The US Government https://t.co/qzg817g3Wb,neutral,train
Rudy Giuliani discussed representing a state-owned Ukrainian bank in a legal dispute over the summer even while pub… https://t.co/JBO1dBUw7M,neutral,train
Rudy Giuliani says documents on Joe Biden will be released ‘if I disappear’ https://t.co/V4vqiQPJ22,neutral,train
"Rudy Giuliani Sought Role in Ukraine Bank Case While He Dug for Dirt - BBG

https://t.co/CfRi0VC4Zd",neutral,train
Ruth Bader Ginsburg Hospitalized Again https://t.co/hjvKCX4Fs9,neutral,train
"Ruth Bader Ginsburg released from hospital, ‘doing well’ https://t.co/0w5j6BCUue",neutral,train
Sajid Javid to push for 'permanent equivalence' for City in Brexit talks https://t.co/ZYkqhJ6rPS,neutral,train
Sanders Says He Had Campaign Best $25 Million Haul in January,neutral,train
Sanders Targets Buttigieg Over His Ties to Billionaires,neutral,train
Sanders Ties Buttigieg to Billionaires: Campaign Update,neutral,train
Sanders Tops Democratic Field in National Poll After Iowa,neutral,train
"Sanders, Buttigieg chase New Hampshire Democrats as Trump crashes the party https://t.co/6LPkGzpCf4",neutral,train
"Scoop: Trump administration pushing new drug spending cap - Axios

https://t.co/fItFGFFIE6",neutral,train
Scotland's First Minister Nicola Sturgeon says a standoff with Boris Johnson over a second Scottish independence re… https://t.co/XdyZ2BPgXW,neutral,train
Scottish Finance Secretary Quits Hours Before Budget Speech,neutral,train
Scottish Nationalist Victory Sets Up Standoff Over Independence,neutral,train
Seattle Holds Landmark Mobile Election in Wake of Iowa Failure,neutral,train
"Sen. Kamala Harris wants to ""modernize"" the school schedule, and is introducing a bill that would mean kids are at… https://t.co/huwT7iFNk0",neutral,train
"Senate Chairmen Say Ukraine Meddling 'Not Debunked', Demand Docs From DNC Contractor  https://t.co/mmLk6LL2db",neutral,train
Senate Democrats Demand White House Testimony on Impeachment,neutral,train
Senate Passes Bill To Support Hong Kong Protestors,neutral,train
Senate to vote on calling witnesses in Trump impeachment https://t.co/xAUA1gGpXv,neutral,train
"Shortly after Mr. Trump’s election victory, for example, Mr. Clinesmith texted another official that “the crazies w… https://t.co/yXp7sXbzdk",neutral,train
Singapore Government Again Uses Fake News Law on Opposition,neutral,train
